Video Reaction,Video Comments
0.987697,0.0110055
0.929114,0.00418287
0.938578,0.00155969
0.933915,0.00407186
0.929185,0.000134883
0.306274,0.0344764
0.827839,0.0034132
0.985462,0.00369063
0.951489,0.00433914
0.950106,0.0084925
0.993842,0.0104023
0.971292,0.000825055
0.956608,0.0109834
0.816782,0.0062359
0.924451,0.00118628
0.980232,0.00593971
0.972328,0.00349977
0.974125,0.000647625
0.977045,0.00283429
0.898215,5.88651e-05
0.868293,0.000243866
0.968137,0.00455757
0.908069,0.00129491
0.941485,0.000748339
0.956749,0.00221953
0.937086,0.00142069
0.907591,0.0017736
0.982033,0.00676607
0.94903,0.00895716
0.93798,0.0123176
0.810945,0.00126863
0.978689,0.00680512
0.92605,0.000504083
0.90253,0.0147358
0.794521,0.00166233
0.979453,0.00813963
0.994188,0.00223197
0.9163,8.39053e-06
0.968581,0.00336446
0.920962,0.000595643
0.941014,0.0103344
0.907138,0.00742138
0.703704,0.0105404
0.979698,0.0199804
0.991174,0.00564261
0.961957,0.00603637
0.916838,0.00126596
0.923875,0.00410795
0.852975,0.00422479
0.987713,0.0055644
0.995464,0.0101564
0.996229,0.0055865
0.861422,0.00331636
0.739258,0.0379156
0.95202,0.00348307
0.847926,0.00223549
0.975316,0.0167367
0.991567,0.00224364
0.98303,0.00721623
0.947514,0.00383398
0.973214,0.000117158
0.767111,0.00657741
0.986725,0.00342248
0.99228,0.0359357
0.938389,0.017824
0.929066,0.00875704
0.984177,0.00680625
0.914079,0.00152996
0.967776,0.0187156
0.986716,0.00574165
0.974993,0.00784697
0.929733,0.00310816
0.935437,0.0137597
0.960976,0.00104428
0.879944,0.000509586
0.943128,0.00137801
0.817048,0
0.86509,0.00594294
0.969487,0.00299631
0.825112,0.00733613
0.906582,0.00337987
0.707989,0.01385
0.98336,0.00634918
0.926154,0.00110952
0.96764,0.00461206
0.883948,0.00934416
0.963723,0.00702682
0.982456,0.00868543
0.982566,0.00742618
0.809302,0.00190844
0.978797,0.00622516
0.968705,0.00130812
0.857094,0.00598154
0.835059,0.00131604
0.982555,0.00780352
0.961562,0.0012242
0.989474,0.00587936
0.982876,0.00383783
0.663717,5.82688e-05
0.986096,0.00217207
0.979397,0.00964178
0.998437,0.00830228
0.991148,0.00386765
0.97314,0.000149709
0.991451,0.00464091
0.922549,0.00211218
0.925676,0.000557057
0.913747,0.000681652
0.981441,0.00442095
0.946176,0.000722922
0.995549,0.00653008
0.976534,0.0114971
0.594253,0.00851294
0.828375,0.000440112
0.975736,0.00425133
0.798817,0.0026569
0.933745,0.0262308
0.86014,0.00222456
0.966736,0.00033195
0.768769,0.00536894
0.929754,0.0106545
0.73385,0.00666141
0.812106,0.000655188
0.864241,0.0131198
0.991436,0.00603318
0.950846,0.00130929
0.833992,0.0034305
0.92381,0.00210441
0.986695,0.00693392
0.984098,0.00222808
0.795075,0.00671669
0.98935,0.0120649
0.861589,0.00861898
0.93199,0.00183779
0.922062,0.00283945
0.924775,0.00531448
0.991169,0.00414715
0.915622,0.00814259
0.886578,0.00166274
0.986938,0.00899194
0.976571,0.00257261
0.96898,0.00410256
0.966322,0.000107527
0.959925,0.00313415
0.993897,0.00499458
0.846614,0.0169517
0.966781,0.00381058
0.962589,0.00295085
0.976033,0.00652941
0.814299,0.0221075
0.948444,0.0018083
0.73989,0.00468158
0.99194,0.00742202
0.860638,0.000412769
0.946628,0.00133711
0.85521,0.00274827
0.990794,0.000511492
0.992685,0.00164995
0.90529,0.0182805
0.992078,0.00312472
0.952173,0.00261325
0.987855,0.00811165
0.964903,0.00222528
0.973425,0.000972442
0.974177,0.00496069
0.942308,0.00170551
0.995653,0.00999333
0.912784,0.00162287
0.897281,0.00107882
0.964599,0.00222323
0.993498,0.0067103
0.855984,0.000304607
0.95943,0.000230508
0.887872,0.000411584
0.985116,0.0148398
0.987133,0.012806
0.834586,0.00235364
0.953526,0.00811256
0.97235,0.00239425
0.998236,0.00952702
0.990525,0.00255759
0.933432,0.000509818
0.933723,0.00584617
0.719348,0.00873833
0.860606,0.000657619
0.963012,0.010752
0.961705,0.00267129
0.946685,0.00153681
0.869797,0.00270346
0.958888,0.000788767
0.988237,0.00377095
0.904315,0.00119109
0.984485,0.000574906
0.997764,0.0179359
0.972136,0.000197093
0.818519,0.0061251
0.988438,0.00383371
0.887287,0.00194529
0.968579,0.00282217
0.566787,0.000229704
0.942417,0.00581543
0.8627,0.00187828
0.983434,0.000418043
0.988777,0.00997288
0.933816,0.00341691
0.985663,0.00731643
0.923944,0.000180241
0.930968,0.00420282
0.976831,0.00590606
0.893692,0.00389886
0.770852,0.000818726
0.949879,0.00561609
0.986106,0.00694024
0.97219,0.00298681
0.85181,0.0013173
0.986732,0.00827981
0.994739,0.00119446
0.976129,0.00444143
0.969817,0.00442496
0.957834,0.00574877
0.969817,0.0128429
0.989787,0.00639218
0.985597,0.00890084
0.442264,0.0178903
0.642105,8.17074e-05
0.964097,0.00510638
0.803132,0.000196072
0.996938,0.0314116
0.966997,0.0036844
0.886576,0.00207501
0.983497,0.00269471
0.985711,0.00271897
0.95144,0.00351903
0.96643,0.014549
0.92073,0.0140421
0.778761,0.000465337
0.91371,0.00365714
0.987939,0.00808117
0.967213,0.00321604
0.966954,0.00218726
0.935992,0.00192585
0.963082,0.0170384
0.955774,0.0027734
0.814685,0.000742288
0.835878,0.0015005
0.932649,0.00485184
0.990481,0.00214398
0.961629,0.00645619
0.945726,0.00115752
0.951133,0.00398595
0.919242,0.00168714
0.913265,0.00488198
0.886883,0.00340663
0.950392,0.0153213
0.958621,0.00484068
0.990936,0.00437596
0.881279,0.00360161
0.993661,0.0142347
0.987325,0.0101929
0.857843,0.00210988
0.985918,0.00489577
0.929216,0.00328251
0.795031,0.00112386
0.849462,0.000227967
0.963879,0.00642257
0.98268,0.00446872
0.991699,0.00511113
0.956897,0.000431255
0.949248,0.00499593
0.929832,0.00192775
0.993431,0.00326085
0.979515,0.00972516
0.97006,0.000317107
0.982441,0.00838177
0.957237,0.000243787
0.950681,0.0043296
0.879834,0
0.994797,0.0068695
0.895833,0.000462831
0.945926,0.00213528
0.95669,0.00647063
0.982994,0.00542322
0.883319,0.00228943
0.977513,0.000949706
0.680513,0.00471556
0.979123,0.0202656
0.92233,0.00541273
0.973009,0.00586679
0.995399,0.00923327
0.960267,0.00324541
0.960267,0.00324541
0.943347,0.0133029
0.9828,0.00586318
0.605263,0.000267612
0.980155,0.00591159
0.921228,0.00130557
0.84104,0.000218921
0.785714,0.000956581
0.986916,0.00376098
0.956532,0.00862977
0.985444,0.0077949
0.977122,0.0042296
0.877982,0.00111812
0.484551,0.0274319
0.86722,0.0018145
0.911748,0.00272983
0.98657,0.00277031
0.60647,0.00323918
0.928375,0.00127882
0.980578,0.00218523
0.862385,0.000533657
0.984072,0.00712351
0.934902,0.00237699
0.943989,0.00299096
0.969212,0.0225184
0.935111,0.00436441
0.935223,0.000654657
0.85804,0.0066915
0.984773,0.0048486
0.985888,0.00683559
0.803922,0.000517055
0.984756,0.00402294
0.899326,0.00419211
0.993886,0.0111608
0.970739,0.00360985
0.854597,0.00499883
0.949078,0.00260013
0.730097,0.000678234
0.864,0.00156621
0.986516,0.0222565
0.912145,0.0047131
0.713176,0.0172127
0.978784,0.00238011
0.821705,0.00187174
0.904416,0.00399351
0.84696,0.00910807
0.933465,0.00290346
0.828125,0.000507974
0.949625,0.00409601
0.981969,0.0052478
0.952862,0.0027971
0.930664,0.000999516
0.897664,0.000886582
0.780919,0.000120883
0.985905,0.0250489
0.87394,0.011802
0.993684,0.00132108
0.859589,0.00267371
0.898551,0.000764957
0.993812,0.00166656
0.989164,0.00640004
0.754839,0.000362086
0.848018,0.000675676
0.9865,0.00161678
0.974449,0.0017044
0.985708,0.00795807
0.961621,0.00209787
0.985722,0.00530647
0.491071,0
0.985697,0.0212481
0.912068,0.0179532
0.87033,0.000385016
0.984119,0.00249457
0.960151,0.0113254
0.966237,0.0062481
0.948691,0.00229356
0.957822,0.0014191
0.980562,0.00501888
0.99408,0.0161289
0.973707,0.0344369
0.901947,0.00133866
0.957087,0
0.805142,0.000240469
0.937474,0.0270755
0.992881,0.00935044
0.884129,0.0128427
0.992259,0.00225876
0.994191,0.00420444
0.987624,0.0030346
0.911011,0.00116891
0.991643,0.00512213
0.859736,0.00337678
0.578313,0.00274464
0.975904,0.0200671
0.759901,0.00383231
0.989661,0.00747194
0.956386,0.00202398
0.901925,0.00818905
0.97914,0.00367847
0.818803,0.0156319
0.968553,0.00199872
0.95444,0.00110319
0.987023,0.00539594
0.981735,0.0111668
0.957306,0.00103908
0.989512,0.0024375
0.968184,0.0338975
0.928619,0.00307646
0.992973,0.00258059
0.92987,0.000878685
0.978187,0.0118608
0.986881,0.0119804
0.430034,0.00357793
0.94027,0.00123782
0.970833,0.000870419
0.990196,0.0128856
0.898649,0.00336905
0.990847,0.00383961
0.889815,0.0122993
0.997832,0.124121
0.996517,0.0114365
0.990327,0.00369484
0.97236,0.00458042
0.619469,0.00142035
0.979878,0.00509777
0.877451,0.000366952
0.89075,0
0.972433,0.00521623
0.947999,0.0032221
0.964899,0.00165085
0.919595,0.0112171
0.922972,0.00109986
0.94519,0.000653433
0.938818,0.00303482
0.963504,0.00332919
0.9508,0.00707113
0.943102,0.00460954
0.850586,0.0101665
0.990332,0.00981414
0.986853,0.00142473
0.961123,0.00493312
0.888889,0.00136827
0.970578,0.00307034
0.991641,0.0105455
0.991682,0.0148291
0.990473,0.00198779
0.898409,0.00132773
0.741071,0.00113675
0.973465,0.0015977
0.950693,0.00504745
0.983495,0.00295668
0.99294,0.0113966
0.958597,0.00767288
0.997719,0.0140485
0.95957,0.00593985
0.981273,0.00216739
0.906334,0.00365919
0.923988,0.000904769
0.973203,0.0139272
0.967249,0.000943868
0.92126,0.00137182
0.684783,0.00682634
0.962191,0.00741281
0.990605,0.00750652
0.936204,0.000404226
0.872114,0.00447016
0.950072,0.00384271
0.94732,0.00898296
0.788969,0.0013623
0.858824,0.00186099
0.976881,0.00111642
0.92829,0.00368121
0.993276,0.0020345
0.977332,0.00216822
0.561357,0.00446227
0.902077,0.000893825
0.960033,0.0049348
0.967283,0.000719282
0.918367,0.00850465
0.904149,0.000624387
0.936145,0.00189675
0.873911,0.0116637
0.968304,0.0157253
0.932722,0.0035791
0.92869,0.00213297
0.804808,0.00567212
0.949705,0.0123787
0.889565,0.00322285
0.981216,0.0156832
0.981229,0.00403525
0.968188,0.0161376
0.584906,0.000418407
0.945545,0.000378907
0.93865,0.000797071
0.925,0.00299484
0.690476,0.000858788
0.833616,0.00130785
0.997473,0.0121227
0.848253,0.00619905
0.914722,0.00200061
0.973886,0.00298505
0.977955,0.00436299
0.660916,0.00277196
0.98835,0.00873311
0.95107,0.00099989
0.868511,0.0185226
0.983756,0.00172366
0.991166,0.00218006
0.984756,0.0408984
0.991645,0.00610509
0.950837,0.0085261
0.858333,0.00401082
0.945793,0.0194703
0.926999,0.00630587
0.995761,0.00355203
0.953572,0.0113633
0.937868,0.00937495
0.995473,0.000785818
0.906709,0.00237304
0.688679,0.00128078
0.993286,0.00116288
0.981421,0.0077383
0.982617,0.00201874
0.964234,0.0587547
0.989287,0.00484568
0.992737,0.00241865
0.795148,0.000102076
0.925023,0.00315606
0.985732,0.000871244
0.965641,0.0118199
0.953206,0.00856941
0.962181,0.00324642
0.972345,0.0100824
0.838636,0.00130926
0.989287,0.00413068
0.896723,0.000791548
0.96929,0.00492951
0.913295,0.00123818
0.990014,0.0008149
0.982558,0.000579778
0.945366,0.0121593
0.930481,0.00182545
0.716105,0.0101507
0.992249,0.00270852
0.757282,0.00228577
0.995965,0.010167
0.993172,0.000931325
0.978713,0.0192831
0.994175,0.0080832
0.940146,0.0104016
0.994994,0.00833666
0.879408,0.00999382
0.935284,0.0023688
0.839506,0.00487012
0.869722,0.00753555
0.981233,0.000937998
0.976552,0.00327502
0.987489,0.0106144
0.981117,0.00717367
0.924972,0.0122841
0.885714,0.00319564
0.903974,0.00429731
0.88458,0.00207809
0.963905,0.00319494
0.897759,0.00549017
0.862069,0.000296629
0.926593,0.000530628
0.803558,0.00469744
0.948468,0.00066284
0.783186,0.00477947
0.846928,0.00965069
0.915517,0.0126591
0.891731,0.00493356
0.879095,0.00651552
0.968535,0.00964034
0.910714,0.00125467
0.961953,0.00252449
0.995252,0.00333455
0.992181,0.000334995
0.919321,0.000771166
0.958071,0.00615255
0.923722,0.00735953
0.985406,0.00119926
0.870333,0.00121483
0.934177,0.00125356
0.990798,0.00644684
0.942324,0.0120833
0.992105,0.00489677
0.823529,0.00138555
0.96917,0.0089722
0.972241,0.00680018
0.98675,0.0283329
0.985605,0.000388951
0.93457,0.000653386
0.787249,0.0169468
0.996315,0.00970602
0.852632,0.00165634
0.93894,0.000824133
0.532683,0.0171298
0.946521,0.00118834
0.952767,0.00539684
0.878378,0.0012889
0.990663,0.00129665
0.998316,0.00693183
0.920046,0.0189299
0.908184,0.00272412
0.76,0.0012647
0.986703,0.0053222
0.970696,0.00293248
0.917361,0.00176089
0.997292,0.00819138
0.918592,0.0123404
0.996796,0.00612536
0.970497,0.0014652
0.977731,0.00267448
0.982603,0.00213135
0.979352,0.00293705
0.986286,0.00174352
0.947415,0.00369604
0.906009,0.00164256
0.993497,0.00611291
0.980684,0.000991295
0.980684,0.000991295
0.976911,0.0034144
0.743455,0.00526458
0.886404,0.00970536
0.975831,0.00331236
0.973562,0.00684062
0.883951,0.00171787
0.897985,0.000417756
0.888594,0.000905103
0.942559,0.00210399
0.946899,0.00218851
0.98936,0.0115838
0.994723,0.00622463
0.983036,0.0138967
0.979951,0.0109378
0.717724,0.00193101
0.993336,0.0151872
0.850816,0.00216179
0.941129,0.00650825
0.941288,0.00113481
0.720413,0.0122821
0.703364,0.00163583
0.987112,0.0072812
0.964685,0.00127229
0.928938,0.00108721
0.885699,0.002258
0.359483,0.031533
0.969638,0.00286646
0.923716,0.00545513
0.915115,0.0122191
0.937558,0.025993
0.985956,0.0109077
0.740541,0.00161762
0.810103,0.0139696
0.911071,0.00290315
0.989691,0.0120186
0.964684,0.00230124
0.989632,0.00173149
0.933627,0.00609484
0.916933,0.00363888
0.910714,0.00299924
0.917321,0.00803617
0.980435,0.00499781
0.962782,0.00264485
0.984487,0.00848787
0.994869,0.0137264
0.951674,0.0199955
0.972956,0.00134449
0.962492,0.00863473
0.968131,0.00162828
0.931443,0.00226531
0.938375,0.000998096
0.978896,0.00150472
0.973248,0.0255015
0.927261,0.00219514
0.99669,0.00349221
0.921548,0.00106673
0.97261,0.00217084
0.91133,0.00591289
0.915276,0.000398724
0.812518,0.0171839
0.98706,0.00432247
0.95122,0.0005594
0.981249,0.00222202
0.988148,0.00216807
0.986667,0.00423605
0.929078,0.00806588
0.677883,0.0103923
0.894435,0.00497634
0.609524,0.00131674
0.862782,0.000505062
0.987999,0.00417744
0.980879,0.00481965
0.971126,0.00940163
0.896809,0.00198873
0.993646,0.00692894
0.990362,0.00786956
0.990762,0.0056355
0.925285,0.00268318
0.586522,0.00743787
0.929132,0.00665699
0.951919,0.00258313
0.99255,0.0167208
0.957585,0.00345405
0.987847,0.00998434
0.817591,0.0136345
0.941972,0.00736249
0.984163,0.00331303
0.886614,0.00387624
0.576923,0.000289871
0.781609,0.000778032
0.988448,0.035237
0.986364,0.00339329
0.98868,0.0031717
0.959436,0.000243962
0.70684,0.00837397
0.935405,0.00172952
0.970052,0.00303979
0.992928,0.0109184
0.970989,0.000913638
0.977814,0.0143644
0.987,0.0125903
0.88684,0.00997876
0.783684,0.00450481
0.984329,0.00502983
0.899822,0.0173247
0.75502,0.000319426
0.805785,0.00644921
0.988409,0.00274535
0.979269,0.00103413
0.94599,0.0029883
0.922691,0
0.964379,0.00133038
0.982763,0.00561016
0.941844,0.000646034
0.996309,0.00307033
0.954781,0.0108447
0.979699,0.00764525
0.9887,0.00461596
0.976358,0.00788639
0.992168,0.00983895
0.920635,0.00105439
0.917197,0.00846487
0.969426,0.000629455
0.98909,0.00768957
0.971414,0.0122461
0.697044,0.00333533
0.67052,0.0114667
0.987621,0.00469089
0.974259,0.00215218
0.967169,0.00533426
0.931325,0.000780368
0.989646,0.00384007
0.988107,0.00505158
0.991353,0.00499735
0.994675,0.0203081
0.905181,0.00096864
0.944634,0.00254237
0.98991,0.00379037
0.989803,0.00497042
0.987617,0.00384298
0.968531,0.00102116
0.946309,0.00155766
0.983957,0.00555715
0.957473,0.0249541
0.957473,0.0249541
0.992184,0.00507238
0.932062,0.00285712
0.679012,0.000362713
0.975309,0.00281101
0.983312,0.000951992
0.945808,0.00195686
0.989569,0.00716234
0.984733,0.0116723
0.970315,0.0085514
0.944634,0.00481187
0.981287,0.00293842
0.941415,0.00148052
0.950464,0.0035048
0.9841,0.00369358
0.991781,0.000921429
0.881053,0.00259754
0.808824,0.000158558
0.988385,0.00244619
0.983771,0.00122303
0.996986,0.0143664
0.773196,0.0020074
0.973375,0.0121644
0.954733,0.00348469
0.968418,0.0062746
0.945603,0.0132763
0.871648,0.000331543
0.81203,0.00330764
0.989581,0.00877008
0.851364,0.00622208
0.983454,0.00420279
0.912181,0.00264323
0.992757,0.0050599
0.812592,0.00191967
0.941265,0.00276264
0.996085,0.00461402
0.952266,0.00767725
0.973367,0.00327405
0.973564,0.000895653
0.965752,0.00593805
0.980464,0.00048913
0.469075,0.00346896
0.896939,0.00138447
0.854806,0.000526494
0.897642,0.00215012
0.903574,0.00429226
0.959682,0.00968108
0.98626,0.00429165
0.710692,0.00130005
0.734242,0.0036894
0.966463,0.0040951
0.986707,0.00305025
0.940294,0.00459763
0.975404,0.00177285
0.973508,0.00696354
0.93287,0.00193026
0.975743,0.0093804
0.854442,0.000360485
0.983823,0.00245567
0.925301,0.00852661
0.98308,0.00922064
0.975917,0.0044109
0.977132,0.0039298
0.890365,0.000794871
0.993565,0.00388411
0.982581,0.0135025
0.945899,0.010466
0.730769,0.000457241
0.962133,0.00124377
0.914198,0.000621714
0.951463,0.00906306
0.876404,0.00235178
0.934095,0.0013556
0.991901,0.0120322
0.981972,0.00661126
0.856552,0.00674487
0.957779,0.00836801
0.896117,0.00281351
0.969748,0.00995892
0.991106,0.000882665
0.765152,0.00395665
0.965273,0.00500378
0.946841,0.0057133
0.881919,0.00388785
0.926829,0.0052185
0.935652,0.00115883
0.892571,0.00230267
0.984964,0.00507459
0.994932,0.0320426
0.997069,0.00431138
0.934283,0.00046324
0.941278,0.00398886
0.985167,0.00286086
0.990841,0.0113526
0.995152,0.00517477
0.985749,0.00329291
0.939181,0.00190348
0.905058,0.00541864
0.930266,0.00493284
0.866724,0.00402913
0.98005,0.00609556
0.969921,0.0038339
0.87824,0.00304178
0.918055,0.00837216
0.965296,0.00683624
0.93059,0.00425656
0.983293,0.0104956
0.983326,0.00921834
0.974951,0.00628875
0.962517,0.00213823
0.954438,0.00892471
0.868041,0.00240607
0.977727,0.0152163
0.990787,0.00472063
0.986042,0.0203782
0.926119,0.00291853
0.885794,0.00121336
0.985923,0.00465224
0.941974,0.0103895
0.990073,0.00230703
0.989742,0.00354138
0.929438,0.000967154
0.935654,0.00144314
0.979552,0.00258859
0.981511,0.0107084
0.890358,0.00170255
0.990043,0.00940353
0.93974,0.00363499
0.987976,0.00341142
0.96089,0.00410162
0.993358,0.00344702
0.799809,0.00154508
0.956921,0.00332001
0.954233,0.00630453
0.993444,0.000460388
0.929601,0.0014925
0.982972,0.00225724
0.937888,0.00233891
0.910565,0.00285122
0.828488,0.0030811
0.985793,0.005182
0.988548,0.000705245
0.955134,0.0268561
0.990762,0.00351046
0.97861,0.000586197
0.965962,0.0094073
0.975999,0.0126781
0.988412,0.0107562
0.664444,0.00407939
0.856564,0.00732579
0.902529,0.0103509
0.986204,0.00320306
0.951422,0.00446319
0.951422,0.00446319
0.776765,0.00691716
0.980147,0.00744261
0.935572,0.00414965
0.910684,0.00310474
0.980579,0.000673755
0.932062,0.0151158
0.980905,0.0238571
0.935761,0.00290158
0.987668,0.0158247
0.863319,0.00285592
0.992744,0.0092483
0.940074,0.0129005
0.892171,0.000924324
0.969241,0.023918
0.97368,0.00690507
0.99105,0.0117504
0.759154,0.0029189
0.759154,0.0029189
0.955381,0.010776
0.987993,0.00833512
0.986096,0.0177921
0.98463,0.00597048
0.969441,0.00851598
0.853186,0.000649207
0.963268,0.00367351
0.968504,0.000435206
0.815054,0.00331072
0.889514,0.0025658
0.920483,0.0091852
0.915411,0.000758468
0.934816,0.00214908
0.791244,0.012576
0.969119,0.00512104
0.993172,0.00445841
0.925575,0.00565005
0.968141,0.00673136
0.991667,0.00791275
0.966391,0.00293356
0.913921,0.00420545
0.701102,0.000477881
0.867501,0.0121804
0.985287,0.00599084
0.966821,0.00390306
0.981357,0.0138915
0.812254,0.00913239
0.993761,0.00587613
0.879833,0.00861569
0.908493,0.00168186
0.949133,0.00212983
0.770471,0.00495708
0.990215,0.0093482
0.982682,0.00566868
0.969818,0.0083036
0.97914,0.013398
0.896907,0.00601976
0.921124,0.0147312
0.983489,0.00576919
0.878832,0.00147527
0.96865,0.0107817
0.8561,0.00252349
0.984228,0.00440015
0.966777,0.00102632
0.961617,0.00565933
0.893998,0.00207425
0.997023,0.0110307
0.980108,0.00238891
0.978495,0.0076794
0.950105,0.00433735
0.766246,0.00634363
0.953201,0.00189707
0.987366,0.00540552
0.976372,0.00764538
0.975679,0.00482589
0.891328,0.000907893
0.945041,0.00442873
0.95214,0.00160313
0.81362,0.0022318
0.877754,0.00408913
0.938708,0.0126029
0.976396,0.00275724
0.855346,0.0014626
0.991042,0.0107483
0.988054,0.00348745
0.98638,0.00424032
0.640319,0.00413779
0.810811,0.001177
0.950669,0.00538747
0.984664,0.00369052
0.926136,0.00492528
0.904093,0.00282744
0.945491,0.0112576
0.977468,0.0147264
0.957159,0.00135858
0.990776,0.00877135
0.991587,0.0166637
0.900444,0.000730124
0.881909,0.026252
0.556533,0.0126684
0.993634,0.00305746
0.739453,0.00972524
0.992827,0.00202084
0.986017,0.0177637
0.953654,0.000722201
0.807252,0.000401176
0.994692,0.0126958
0.976128,0.00155304
0.978016,0.00683019
0.783951,0.00113694
0.95858,0.000182198
0.985902,0.00411751
0.98651,0.00231007
0.741883,0.000204018
0.730018,0.00627217
0.99305,0.00592164
0.930911,0.00825008
0.970921,0.00470376
0.97765,0.000866356
0.919014,0.000509484
0.874545,0.00984738
0.923077,0.00376254
0.99256,0.00218323
0.872841,0.00729826
0.968812,0.0161825
0.991373,0.00444535
0.970855,0.00829344
0.985714,0.00266145
0.941708,0.00319795
0.979422,0.00487652
0.827778,0.0174707
0.815832,0.00308844
0.881924,0.000537654
0.220979,0.00646638
0.992815,0.00427791
0.905728,0.000791582
0.890625,0.000464681
0.993545,0.0184767
0.94942,0.000951005
0.988712,0.00352811
0.991468,0.0111922
0.821773,0.00703249
0.977843,0.000921605
0.984472,0.00957129
0.974973,0.00240186
0.968222,0.000986508
0.939394,0.00057297
0.984568,0.00242923
0.935978,0.00306713
0.845614,0.00180492
0.996598,0.00431203
0.928933,0.00429738
0.868895,0.00286967
0.987274,0.0152498
0.925498,0.00544022
0.977748,0.0036144
0.990842,0.00491077
0.968864,0.0023828
0.789402,0.000253456
0.965787,0.00155645
0.956193,0.00138264
0.855569,0.00136072
0.909774,0.000361873
0.922739,0.00960989
0.878233,0.00128803
0.991256,0.00284325
0.865435,0.000296603
0.917363,0.00587406
0.980269,0.00036169
0.890745,0.00577792
0.978309,0.00214014
0.903037,0.0016918
0.947494,0.00340485
0.950284,0.00125048
0.908582,0.00101192
0.856298,0.00432196
0.944012,0.00848909
0.819289,0.016384
0.757246,0.00877199
0.99877,0.00561603
0.996476,0.00914544
0.90076,0.00477827
0.922308,0.000830043
0.98619,0.00225193
0.921139,0.0019915
0.911405,0.0018976
0.988762,0.00945867
0.861592,0.00445137
0.92936,0.00172409
0.743939,0.000331826
0.967647,0.00176732
0.893536,0.0033757
0.989935,0.0034764
0.974438,0.0010312
0.640636,0.00408104
0.939455,0.00159342
0.971604,0.000677746
0.975807,0.0352277
0.990849,0.0534419
0.976648,0.00126143
0.921073,0.00457585
0.990907,0.0183674
0.968033,0.000863993
0.90125,0.00310993
0.892124,0.00307367
0.985623,0.00286471
0.848414,0.00144657
0.992691,0.00252591
0.980031,0.00508754
0.998304,0.00220158
0.980297,0.0126753
0.956213,0.0014531
0.913289,0.00528689
0.821154,0.000366838
0.925253,0.00428657
0.956478,0.0245112
0.946123,0.00437146
0.922361,0.0112091
0.971923,0.00381701
0.93662,0.00238627
0.955056,0.000431214
0.783505,0.00130776
0.749495,0.000632247
0.784413,0.0102229
0.940783,0.00236356
0.960478,0.00318821
0.960478,0.00318821
0.866452,0.00284338
0.911491,0.00170124
0.981777,0.00531678
0.764298,0.00178647
0.979699,0.00761157
0.955624,0.00817691
0.965855,0.00712109
0.909743,0.00296153
0.921191,0.00104662
0.927447,0.00319716
0.969249,0.00342618
0.686275,0.000630589
0.98766,0.00395492
0.896226,0.0019129
0.759657,0.00183386
0.971379,0.00395367
0.983905,0.00439771
0.835294,0.000787853
0.941068,0.00161867
0.937408,0.00648686
0.968142,0.0134964
0.895474,0.00211173
0.90534,0.00309948
0.715484,0.00667855
0.961823,0.00500333
0.940072,0.0177985
0.989445,0.014084
0.857506,0.00117351
0.843889,0.000658243
0.995474,0.00155242
0.855867,0.0022103
0.716763,0.000357605
0.982357,0.00899683
0.975766,0.00669384
0.940217,0.00133007
0.94,0.00126563
0.985646,0.00969541
0.981924,0.00338137
0.945398,0.000736224
0.994721,0.00388752
0.945493,0.00125757
0.884375,0.00641626
0.964813,0.0112796
0.987016,0.00551472
0.9865,0.00544996
0.963319,0.0181284
0.969578,0.00265705
0.99244,0.00484262
0.950976,0.00531387
0.992859,0.00510652
0.953767,0.00439855
0.912739,0.00176367
0.983711,0.00347733
0.983865,0.00144208
0.50493,0.0045046
0.950198,0.00309814
0.770304,0.00460438
0.979266,0.00305498
0.892086,0.00549572
0.961521,0.0160289
0.903292,0.00204086
0.925926,0.00268286
0.961049,0.00213343
0.991353,0.00617843
0.976612,0.00259629
0.969253,0.000306593
0.995272,0.00630994
0.993948,0.0087765
0.993248,0.0167395
0.946337,0.00856913
0.707182,0.000677135
0.992845,0.0110317
0.956778,0.000434705
0.968846,0.0120777
0.927305,0.000605612
0.964573,0.000213735
0.970423,0.0091962
0.988926,0.00502688
0.976939,0.00151645
0.912108,0.00141676
0.995076,0.00912663
0.884138,0.0193065
0.952912,0.0108207
0.901348,0.00104614
0.982493,0.000804156
0.990525,0.0150705
0.857479,0.00108126
0.99128,0.0230313
0.985331,0.0111092
0.943498,0.0013868
0.956265,0.00786545
0.790301,0.00022757
0.857697,0.00370484
0.988573,0.00357638
0.956405,0.00403125
0.782544,0.000135073
0.990464,0.00375304
0.989442,0.0101566
0.42729,0.0295959
0.906453,0.00549205
0.96213,0.00373672
0.930674,0.00242936
0.828096,0.00487292
0.682883,0.00772727
0.984567,0.00632745
0.976011,0.0052614
0.98833,0.00175369
0.806983,0.0184011
0.778636,0.000220047
0.921053,0.00185973
0.975882,0.000901432
0.973993,0.0124557
0.982788,0.00387234
0.880841,0.000985501
0.917258,0.00291382
0.755556,0.00550004
0.908974,0.0119765
0.993685,0.00832678
0.887656,0.00489654
0.979116,0.00534297
0.959561,0.001672
0.990619,0.00900384
0.98811,0.000602128
0.931727,0.000857068
0.786026,0.00809565
0.900196,0.000701029
0.924224,0.00102663
0.958894,0.00269002
0.955903,0.00145821
0.989042,0.00376576
0.973279,0.00490491
0.977918,0.0304441
0.963452,0.00231409
0.937719,0.00131612
0.997653,0.012266
0.945397,0.00478178
0.994259,0.00239774
0.985084,0.00878372
0.936827,0.00399539
