Video Reaction,Video Comments
0.989627,0.00965582
0.882353,0.000620444
0.994382,0.00527295
0.279446,0.0289922
0.965116,0.000464828
0.97037,0.00402726
0.996532,0.0177936
0.985294,0.000618142
0.916201,0.00940922
0.989011,0.00122888
0.945205,0.00275904
0.318627,0.0133129
0.989474,0.0234088
0.995825,0.00488326
0.956044,0.00334245
0.95,0.000607349
0.992352,0.0046428
0.988693,0.0425277
0.958333,0.00553561
0.702703,0.00119617
0.884211,0.00433094
0.536585,0.00685442
0.992188,0.00605434
0.23913,0.0023526
0.989247,0.00954339
0.455882,0
0.972603,0.00513347
0.851852,0.00102294
0.990499,0.0170728
0.571429,0.000436427
0.967213,0.000726956
0.85,0.000290698
0.844828,0.0209241
0.929712,0.00305144
0.990909,0.0129304
0.987593,0.0313725
0.956731,0.0104499
0.992806,0.0105552
0.978495,0.00548578
0.993464,0.00461095
0.993631,0.0457928
0.982739,0.0616683
0.25641,0.00757901
0.986979,0.0400172
0.986667,0.00185001
0.982143,0.00156339
0.960938,0.00594732
0.711538,0
0.998384,0.00593723
0.987261,0.000564334
0.777778,0
0.981481,0.000702445
0.966102,0.000701262
0.936508,0.00307606
0.96563,0.0217908
0.978142,0.0385629
0.972973,0.00332779
0.982517,0.0278432
0.990476,0.00193825
0.756579,0.0253444
0.936073,0.00316804
0.75,0
0.978723,0.000411636
0.990632,0.027812
0.997131,0.0114817
0.5,0.000136519
0.729167,0
0.75,0.00027185
0.907692,0.00581081
0.962264,0.00551817
0.924528,0.00107599
0.955056,0.00793437
0.934211,0.00389942
0.981982,0.0264785
0.881579,0.00497312
0.984127,0.0108769
0.726496,0.02155
0.578947,0.00040016
0.992063,0.0300332
0.96988,0.00317628
0.987179,0.000925314
0.6,0.0142555
0.931034,0.00184405
0.824561,0.0134122
0.961538,0.0113725
0.967213,0.00078329
0.928571,0.000391543
0.99,0.000649604
0.996094,0.042987
0.988312,0.0347455
0.910314,0.00348567
0.972125,0.0105806
0.90625,0.000386947
0.909091,0.00785677
0.45679,0.02575
0.963351,0.0039856
0.930693,0.00385208
0.985714,0.00102276
0.937037,0.00459184
0.807692,0.00663181
0.973592,0.0455067
0.683673,0
0.842105,0.00203381
0.977273,0.00330075
0.611111,0.000253229
0.8,0.000126358
0.940299,0.00113179
0.634615,0
0.984064,0.00666248
0.984429,0.0796883
0.966981,0.00414261
0.848485,0.000501442
0.907692,0.00100276
0.99095,0.00150414
0.974638,0.0107742
0.986667,0.00150244
0.926829,0.00350088
0.716981,0.00187406
0.818182,0
0.992611,0.00261911
0.928571,0.000872709
0.896024,0.0489867
0.958904,0.00111885
0.979592,0.0288652
0.915789,0.00444884
0.935065,0.000493705
0.957746,0.0041908
0.918919,0.0131709
0.976744,0.000367918
0.767442,0
0.975904,0.000244768
0.96477,0.0129664
0.993927,0.0128409
0.900398,0.00354047
0.814286,0
0.944444,0.00133625
0.988082,0.015054
0.925926,0.00278957
0.975806,0.0306036
0.98105,0.0183464
0.982906,0.00337593
0.875,0.000240964
0.987755,0.00433317
0.795918,0
0.977778,0.000359368
0.987842,0.00764818
0.836364,0.00297832
0.507143,0.0187849
0.609375,0.0101932
0.882353,0
0.973404,0.00259128
0.947853,0.023902
0.946903,0.00223714
0.96875,0.000353232
0.975155,0.0236332
0.734694,0
0.611111,0.00656276
0.772727,0.00116945
0.990338,0.0415403
0.989213,0.0189032
0.998088,0.0113001
0.933962,0.00640578
0.989362,0.0054683
0.96875,0.00011632
0.533333,0
0.261538,0.0143852
0.75,0
0.963899,0.00716018
0.947368,0.000923894
0.984848,0.0034622
0.876404,0.00252961
0.677596,0.0182801
0.97619,0.00367689
0.719298,0
0.95122,0.00114103
0.987616,0.0149441
0.942857,0.00136737
0.991706,0.00682594
0.958333,0.000113701
0.769231,0.00227324
0.991597,0
0.978659,0.00703107
0.921053,0.00272047
0.934783,0.0015821
0.818182,0.00145822
0.96,0.000336172
0.978022,0.00414241
0.972973,0.00222816
0.983165,0.018014
0.953488,0.00199557
0.991667,0.00299302
0.971223,0.00188074
0.566038,0
0.756757,0.000771095
0.968481,0.0344037
0.995571,0.00752946
0.979253,0.0123174
0.879397,0
0.982759,0.00119708
0.95702,0.0825718
0.358025,0.00489503
0.960123,0.00912944
0.867925,0
0.77686,0
0.89899,0.0149367
0.913043,0
0.961373,0.00787402
0.951724,0.00236916
0.973389,0.0510588
0.952381,0.00118165
0.814815,0.000535447
0.3125,0.00117735
0.986914,0.0460667
0.977273,0.0104433
0.789474,0.0013843
0.978803,0.0136899
0.880952,0.00413442
0.990596,0.00243567
0.881188,0.00454834
0.854167,0.00105252
0.994106,0.00471599
0.926357,0.00638075
0.952055,0.00323692
0.957692,0.0142932
0.333333,0.00270974
0.893617,0.00114393
0.986301,0.0262063
0.968254,0.00862965
0.980769,0.00301299
0.987342,0.054332
0.990123,0.00726971
0.992577,0.0450394
0.995356,0.013781
0.971429,0.00165631
0.97,0.00155167
0.986547,0.0089737
0.978799,0.0146316
0.969631,0.00831025
0.229508,0.00327802
0.692308,0
0.9375,0.00305655
0.993754,0.00906683
0.864865,0.00162933
0.5,0.00712686
0.560606,0.00700792
0.940299,0.00374759
0.72,0.00111392
0.974668,0.0315343
0.994595,0.000909091
0.988588,0.0653885
0.909774,0.00493753
0.912162,0.00130996
0.995074,0.00503829
0.841463,0.000603561
0.933333,0.000603197
0.985853,0.056164
0.934307,0.000301356
0.916031,0.00210484
0.938272,0.00180216
0.917808,0
0.963636,0.0086861
0.960465,0.00777977
0.333333,0.00069742
0.9375,0.00358138
0.621212,0.00714995
0.956098,0.00376835
0.8,0.0190231
0.989154,0.00812283
0.99264,0.031185
0.978975,0.037224
0.943662,0.00108857
0.955882,0.00375977
0.947368,0.000592944
0.979769,0.0144771
0.90625,0.000295159
0.978202,0
0.944444,0.00314188
0.975369,0.00794585
0.729814,0.0264959
0.62069,0.0101682
0.952239,0.0357698
0.965398,0.00835519
0.988335,0.0403844
0.97,0.00193817
0.964215,0.00958838
0.945205,0.00193705
0.980159,0.0412649
0.987952,0.000192623
0.871429,9.62835e-05
0.904762,0.0003848
0.996479,0.00413144
0.944444,0.00345026
0.985839,0.0147552
0.513514,0.0105384
0.990991,0.000665969
0.982323,0.00256752
0.92623,0.0113064
0.906542,0.0015199
0.973881,0.00180249
0.973958,0.0245103
0.95935,0.000662189
0.878049,0.000945269
0.990826,0.0042509
0.995946,0.0205738
0.961165,0.00169779
0.980237,0.00650146
0.986891,0.0539497
0.975936,0.00244775
0.586207,0.000846501
0.888889,0.00150249
0.872549,0.018291
0.680556,0.00243172
0.985637,0.0322821
0.84456,0.00464943
0.988406,0.00492611
0.952941,0.000277701
0.607362,0
0.986595,0.00249584
0.983471,0.00406579
0.994192,0.00941915
0.7,0.00120026
0.706897,0.0211333
0.990566,0.0106932
0.685484,0.0255726
0.991736,0.00386278
0.979661,0.00496415
0.934783,0.00018379
0.98797,0.0134056
0.993557,0.0072537
0.95679,0.0355572
0.994357,0.012824
0.951417,0.010065
0.956522,0.000548948
0.978615,0.0163651
0.777151,0.0125883
0.617647,0
0.83908,0.0229781
0.97619,0.00225876
0.988285,0.0305268
0.875,0.000540103
0.978355,0.00324003
0.805556,0
0.936061,0.00449115
0.935484,0.000448189
0.796296,0.0066332
0.977528,0.00786487
0.968454,0.00892061
0.984356,0.0440521
0.7343,0.0206406
0.979339,0.001066
0.972222,0.00381951
0.950581,8.86839e-05
0.840708,0.0099115
0.818182,0.00468529
0.995951,0.00229297
0.655738,0
0.980952,0.00403226
0.752475,0
0.971831,0.000787746
0.851351,0.000874202
0.956989,0.0139799
0.813953,0
0.951923,0.00365981
0.897243,0.0365249
0.835165,0.00521603
0.927083,0.00121655
0.969889,0.00912171
0.993655,0.00842306
0.943925,0.000865876
0.966912,0.0127273
0.913793,0.0072721
0.994475,0.000864902
0.90411,0.0012959
0.807229,0.000345453
0.980527,0.0170411
0.993506,0.00344145
0.916667,0.0159017
0.994315,0.0365058
0.9375,0.00103057
0.980545,0.00952871
0.977459,0.0093474
0.984772,0.00463003
0.893443,0.00188276
0.647321,0
0.953728,0
0.675497,0.00315431
0.77027,0.00255624
0.58371,0.0180518
0.951456,0.00246536
0.928571,0.00712408
0.928571,0.00101592
0.955823,0.0359797
0.947368,0.00531825
0.939189,0.00464096
0.969432,0.00496466
0.914286,0.00360829
0.89916,0.0150905
0.993311,0.00486047
0.821429,0.00217737
0.647059,0.00083717
0.732394,0.000584161
0.991519,0.00892038
0.955752,0.00208091
0.989329,0.00640226
0.551724,0.021015
0.942529,0.000165796
0.978417,0.00115483
0.969466,0.00386259
0.896226,0.000821693
0.976285,0.00303154
0.846491,0.0109791
0.947581,0.0105186
0.972145,0.0120345
0.954545,0.00105631
0.983165,0.00349139
0.982979,0.00105537
0.980447,0.0378751
0.984424,0.00786444
0.986842,0.00331313
0.98248,0.00298123
0.948387,8.05218e-05
0.988994,0.00499074
0.822222,0.00216885
0.996296,0.0172538
0.962733,0.00256657
0.964646,0.00208467
0.948052,0.000320693
0.782609,0
0.988235,0.0072835
0.940909,0
0.978448,0.00207884
0.810811,0.000319616
0.884615,0.00335383
0.736264,0.00143495
0.885714,0.00174797
0.934426,0.000635374
0.0809353,0.000634769
0.973783,0.00618655
0.336134,0.00134824
0.978528,0.000791766
0.990854,0.00893563
0.855072,0.00513428
0.975993,0.0192338
0.876923,0.00244037
0.974763,0.00463108
0.980159,0
0.956853,0.00579801
0.948052,0.000783208
0.868421,0
0.972414,0.00226368
0.912821,0.00327613
0.992295,0.00451502
0.902256,0.0105083
0.986911,0.00287781
0.985106,0.00754394
0.96,0.00162765
0.886792,0.00193409
0.926829,0.00603108
0.931034,0.000617713
0.989218,0.00478284
0.111111,0.00115482
0.974648,0.0112999
0.692308,0.00399508
0.852273,0.000460299
0.755556,0.016866
0.935065,0.00267482
0.993881,0.0320807
0.75,0.00221205
0.709677,0
0.910959,0.00335187
0.993603,0.00807004
0.988166,0.0427682
0.957895,0
0.860037,0.0312713
0.993162,0.00212363
0.628049,0.00379104
0.85,0.000530544
0.743363,0.00437934
0.761905,0.00248719
0.823529,0.00271186
0.804598,0
0.996337,0.00112926
0.944444,0
0.973684,0.00210637
0.75,0
0.99187,0.00165414
0.793814,0
0.896341,0.00112116
0.795918,0.00231637
0.98752,0.0320221
0.9819,0.00425468
0.837838,0.00119216
0.994547,0.00797199
0.981057,0.00752328
0.564885,0
0.730769,0
0.450549,0.00133442
0.662921,0.00326143
0.76087,0
0.989228,0.00665385
0.964539,0.00118247
0.876712,0
0.986075,0.0082669
0.955556,0.00531208
0.914634,0.00110465
0.871345,0.00397234
0.971429,0.0151482
0.938144,0.00308619
0.991597,0.00293126
0.777778,0.000366059
0.984874,0.0123574
0.653333,0
0.976744,0.000583899
0.786408,0
0.974277,0.0102486
0.968473,0.0143885
0.943396,0.00973483
0.76,0
0.737288,0
0.983034,0.0118133
0.992027,0.00592957
0.906977,0.000144592
0.837838,0.00137323
0.982906,0.0140187
0.839827,0
0.929936,0.00301572
0.694444,0
0.910256,0.00178955
0.928349,0.0202418
0.989064,0.0395969
0.954345,0.0373818
0.988764,0.00404858
0.527778,0.00241443
0.898734,0.0115718
0.963585,0.00747795
0.989276,0.0112146
0.439252,0.00386344
0.986951,0.00490712
0.666667,0
0.977273,0.0311516
0.983287,0.00727985
0.981481,0.000559871
0.652174,0.00412761
0.985315,0.0283217
0.891304,0.00195763
0.913043,0.00118409
0.787234,0.00821784
0.980769,0.000278358
0.976378,0.0154285
0.976923,0.00422701
0.911765,0.00311311
0.673684,0.00186735
0.933333,0.00117403
0.993953,0.00848744
0.846154,0.00172402
0.938389,0.00193037
0.976378,0.000895749
0.922535,0.00343974
0.84,0.00158195
0.980892,0.000756014
0.985673,0
0.986207,0.028491
0.988764,0.00178278
0.967213,6.8526e-05
0.982474,0.00355969
0.962766,0.0155299
0.910256,0.00300752
0.946809,0.00245616
0.987097,0.0179971
0.853211,0.00182828
0.996528,0.00101523
0.987893,0.00708693
0.714286,0.000607124
0.998201,0.000942697
0.989529,0.00583853
0.947489,0.00408327
0.857143,0.000267738
0.86755,0.00621367
0.968553,0.000935079
0.935252,0.00133262
0.9375,0.000732016
0.892857,0.00272498
0.896082,0.0224346
0.707071,0.00583709
0.974359,0
0.112676,0.00251756
0.772727,0
0.737374,0
0.93865,0.000330535
0.996837,0.00568219
0.870588,0.0078579
0.864865,0.000394244
0.807018,0
0.930556,6.55824e-05
0.947368,0.00360679
0.972198,0.000589739
0.927461,0.00386556
0.984848,0.000327311
0.843956,0.00287582
0.892405,0.0044398
0.989209,0.00887092
0.78125,0.00286402
0.984515,0.0364357
0.991803,0.00435121
0.957447,0.0024026
0.823529,0
0.992565,0.00084246
0.971795,0.000259118
0.997475,0.0080207
0.971429,0.000646162
0.942899,0.0207405
0.692308,0.000387622
0.733333,0.00594238
0.977011,0.000452109
0.958621,0.00219355
0.607143,0.000257815
0.881579,0.00032173
0.981831,0.00803497
0.809524,0.00340464
0.89697,0.00462279
0.987928,0.00288166
0.912568,0.00288148
0.804825,0.0317683
0.923567,0.00274008
0.773399,0.00159205
0.98431,0.00844659
0.999308,0.00533232
0.969267,0.0051308
0.96,0.00290918
0.947368,0.000315996
0.956887,0.00504096
0.949827,0.000378
0.853659,0.00113357
0.96181,0.00535264
0.950617,0.00037781
0.957746,0
0.856164,0.0013807
0.975309,0.00369883
0.992063,0.0351426
0.991337,0.014433
0.988522,0.00883414
0.996226,0.00876975
0.960352,0.00410448
0.930804,0.00999503
0.738806,0
0.853503,0.00173493
0.652174,0.000557276
0.90625,0.0026599
0.931818,0.000989548
0.809524,0.000863824
0.882353,0
0.953488,0.000677924
0.967849,0.0184159
0.990007,0.0123639
0.913793,0.00178198
0.91875,0.00288255
0.967213,0.00269674
0.962963,0.000857738
0.996594,0.0352703
0.848684,0.0183363
0.982025,0.0160719
0.762887,0.00244379
0.990315,0.00970281
0.512821,0.00189174
0.978873,0.00756098
0.980989,0.00548513
0.968354,0.00140099
0.961765,0.0213738
0.961282,0.00322679
0.947137,0.00079061
0.529851,0.00772271
0.920792,0.00516749
0.974684,0.000243102
0.87172,0.00243072
0.992746,0.0126998
0.996035,0.00552453
0.948598,0.00818877
0.333333,0.00811678
0.909091,0.0007267
0.964387,0.00901282
0.945205,0.0101535
0.988417,0.00465144
0.883721,0.000543085
0.970238,0.00386194
0.892405,0.00319778
0.780822,0.000602991
0.745455,0.000783605
0.3125,0.0031314
0.930876,0.00300897
0.964567,0.00493441
0.843931,0.0202634
0.901235,0.000420572
0.994428,0.0367369
0.972125,0.00893232
0.925532,0.00131808
0.692308,0.00107797
0.941176,0.0018554
0.755102,0.0023892
0.741007,0
0.945055,0.000119133
0.954545,0.000357249
0.959866,0.00297672
0.997932,0.0132746
0.300971,0.00404473
0.982206,0.00166429
0.816,0.00213967
0.960486,0.00587711
0.989811,0.00112773
0.976035,0.00231317
0.583333,0.00011854
0.986014,0.00213346
0.975163,0.0320995
0.986532,0.00141995
0.991024,0.013838
0.946809,0.00254152
0.986561,0.00271418
0.988204,0.00383503
0.995249,0.0227018
0.942029,0.00335491
0.60989,0.0119482
0.952381,0.000882664
0.855072,0.00311581
0.782609,0.00216996
0.90566,0.000996425
0.973615,0.000351432
0.97234,0.00368507
0.945205,0.00397521
0.959847,0.0168739
0.961945,0.00589643
0.960938,0.00566126
0.795455,0.010144
0.960227,0.00745139
0.946835,0.00826542
0.992266,0.00477049
0.787879,0.00983073
0.983153,0.00888141
0.993874,0.0283232
0.56338,0
0.919255,0.00323606
0.971831,0.000288917
0.892157,0.00306093
0.991917,0.00755479
0.994819,0.0042671
0.921569,0.0106604
0.805344,0.00534975
0.846154,0.000229872
0.891304,0.00166648
0.981651,0
0.8,0
0.961259,0.000114253
0.96332,0.0208904
0.991202,0.00450528
0.838843,0.00694603
0.643836,0.00187842
0.99169,0.00290268
0.877193,0.00255914
0.96319,0.0013641
0.996593,0.00516723
0.9375,0.0111256
0.94599,0.00860312
0.99848,0.0200871
0.933884,0.00112982
0.909091,0.00446025
0.960784,0.000112892
0.888889,0
0.988636,0.000620347
0.956938,0.00823184
0.962025,0.001635
0.937394,0.0041662
0.961722,0.00551429
0.997151,0.000561577
0.972678,0.00864149
0.753846,0.00588961
0.630435,0.00325276
0.996807,0.00565921
0.965682,0.00263128
0.93038,0.0034145
0.978571,0.000391784
0.991602,0.00971416
0.840909,0.00122809
0.983871,0.00758548
0.777778,5.56917e-05
0.873239,0.00746269
0.990747,0.00578871
0.9375,5.56545e-05
0.992519,0.0108883
0.968127,0.00172165
0.933333,0.000388565
0.980815,0.0251984
0.809524,0.00210818
0.998571,0.0120903
0.99564,0.00823386
0.885714,0.000552242
0.914286,0.00121246
0.986833,0.0174339
0.985047,0.00955047
0.997881,0.00575437
0.985359,0.00580886
0.976331,0.0141347
0.969896,0.0523549
0.683871,0
0.984148,0.0221687
0.50858,0.024453
0.973975,0.00682911
0.983607,0.0104855
0.885714,0.00180131
0.994932,0.00294599
0.898734,0.000381763
0.920188,0.00332624
0.990765,0.0101924
0.868421,0.000979698
0.978261,0.00570466
0.89916,0.00646177
0.79562,0
0.952,0.00444252
0.996377,0.00113747
0.96,0.000920561
0.980149,0.00335661
0.933333,0.000433041
0.987879,0.00156892
0.809249,0.00151261
0.97205,0.000162057
0.994253,0.00140215
0.821053,0.003177
0.976744,0.0127066
0.659091,0.00144998
0.57779,0.0524479
0.982222,0.00165891
0.865,0.00913071
0.974359,0.000373572
0.989691,0.000426917
0.977961,0.00576061
0.964646,0.00511809
0.221289,0.00346408
0.967436,0.00634092
0.988235,0.035353
0.772059,0.00169797
0.908451,0.00159042
0.947059,0.0220007
0.960227,0.000264985
0.963158,0.00763116
0.988971,0.00127152
0.867403,0.00179923
0.98073,0.00951575
0.994808,0.00866716
0.957627,0.00723719
0.968131,0.00543966
0.972973,0.00475009
0.937079,0.0116083
0.725,0.000895868
0.991089,0.0408808
0.950495,0.00563633
0.995266,0.00820923
0.878049,0.0153093
0.990654,0
0.929688,0.0060377
0.93617,0.000577246
0.999167,0.0122712
0.992157,0.00272422
0.857143,0.00853671
0.975904,0.00115129
0.580645,0.00669526
0.943595,0.0265565
0.996764,0.00778556
0.984479,0.00302572
0.979021,0.0049922
0.54955,0
0.996584,0.0119807
0.992431,0.00833981
0.896907,0.00398736
0.921569,0.000413886
0.784314,0.000876379
0.988896,0.0251932
0.313779,0.0188961
0.977131,0.00293467
0.989652,0.00334414
0.980609,0
0.893082,0.0017969
0.909091,0.000513321
0.990463,0.00410509
0.987013,0.00820555
0.786325,0.000870902
0.931937,0.00593836
0.977064,0.00609163
0.919708,0.00209719
0.916667,0.00393419
0.809981,0.0113613
0.894057,0.00478566
0.934524,0.00412235
0.882353,0
0.957895,0
0.785714,0.000760996
0.717314,0.00466484
0.807018,0.00233147
0.994265,0.0238192
0.976077,0.00171917
0.712418,0.00212132
0.958005,0.00674757
0.987085,0.00664686
0.96868,0.0175782
0.695652,0.00255819
0.982955,0.00822261
0.960938,0.00365603
0.948276,0.00600992
0.963768,0.000350438
0.977528,0.000400481
0.982865,0.00615092
0.606033,0.012588
0.894737,0.000648638
0.958788,0.00533692
0.995387,0.0228395
0.86747,0.00408794
